timestamp_epoch,datetime_iso,location_id,location_name,frame_id,track_id,golongan,vehicle_subclass,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,pixel_center_x,pixel_center_y,ground_x_meter,ground_y_meter,length_meter,width_meter,speed_kmh,aspect_ratio,helmet_status,compliance_status,status
1789815991.443,2026-09-19 18:06:31.443,282,Perempatan Jl. Jendral Sudirman,1,3897,Golongan I,Sedan/Jip/Pick-up,0.647,706,181,833,276,770.0,229.4,12.09,7.4,8.22,3.5,0.0,1.35,N/A,NORMAL,NORMAL
1789815991.741,2026-09-19 18:06:31.740,282,Perempatan Jl. Jendral Sudirman,2,4025,Golongan I,Sedan/Jip/Pick-up,0.895,83,378,419,583,251.5,480.8,1.35,23.73,9.9,3.5,0.0,1.64,N/A,NORMAL,NORMAL
1789815991.947,2026-09-19 18:06:31.946,282,Perempatan Jl. Jendral Sudirman,3,4025,Golongan I,Sedan/Jip/Pick-up,0.89,102,371,435,574,268.7,472.9,1.61,23.39,9.95,3.5,0.0,1.64,N/A,NORMAL,NORMAL
1789815992.181,2026-09-19 18:06:32.180,282,Perempatan Jl. Jendral Sudirman,4,4025,Golongan I,Sedan/Jip/Pick-up,0.856,123,362,452,563,288.1,463.0,1.91,22.96,10.05,3.5,7.8,1.64,N/A,NORMAL,NORMAL
1789815992.181,2026-09-19 18:06:32.180,282,Perempatan Jl. Jendral Sudirman,4,3897,Golongan I,Sedan/Jip/Pick-up,0.612,724,187,839,271,781.8,229.4,12.43,7.0,7.25,3.44,0.0,1.35,N/A,NORMAL,NORMAL
1789815992.369,2026-09-19 18:06:32.368,282,Perempatan Jl. Jendral Sudirman,5,4025,Golongan I,Sedan/Jip/Pick-up,0.729,149,356,469,551,309.8,453.6,2.25,22.47,9.91,3.5,8.2,1.64,N/A,NORMAL,NORMAL
1789815992.576,2026-09-19 18:06:32.576,282,Perempatan Jl. Jendral Sudirman,6,4025,Golongan I,Sedan/Jip/Pick-up,0.818,170,350,485,541,327.9,445.8,2.55,22.08,9.86,3.5,8.4,1.64,N/A,NORMAL,NORMAL
1789815992.88,2026-09-19 18:06:32.880,282,Perempatan Jl. Jendral Sudirman,7,4025,Golongan I,Sedan/Jip/Pick-up,0.802,190,341,501,530,346.0,435.9,2.84,21.63,9.96,3.5,8.3,1.64,N/A,NORMAL,NORMAL
1789815993.051,2026-09-19 18:06:33.051,282,Perempatan Jl. Jendral Sudirman,8,4025,Golongan I,Sedan/Jip/Pick-up,0.671,209,332,518,520,363.9,426.4,3.14,21.21,10.1,3.5,8.4,1.64,N/A,NORMAL,NORMAL
1789815993.217,2026-09-19 18:06:33.217,282,Perempatan Jl. Jendral Sudirman,9,4025,Golongan I,Sedan/Jip/Pick-up,0.801,231,327,530,509,381.1,418.3,3.42,20.71,9.94,3.5,8.6,1.65,N/A,NORMAL,NORMAL
1789815993.393,2026-09-19 18:06:33.393,282,Perempatan Jl. Jendral Sudirman,10,4025,Golongan I,Sedan/Jip/Pick-up,0.864,250,320,545,499,397.9,410.3,3.71,20.31,9.95,3.5,8.8,1.65,N/A,NORMAL,NORMAL
1789815993.569,2026-09-19 18:06:33.569,282,Perempatan Jl. Jendral Sudirman,11,4025,Golongan I,Sedan/Jip/Pick-up,0.73,273,315,558,488,416.0,402.1,4.02,19.79,9.77,3.5,9.0,1.65,N/A,NORMAL,NORMAL
1789815993.729,2026-09-19 18:06:33.729,282,Perempatan Jl. Jendral Sudirman,12,4025,Golongan I,Sedan/Jip/Pick-up,0.767,293,310,571,478,432.4,394.5,4.32,19.33,9.64,3.5,9.4,1.65,N/A,NORMAL,NORMAL
1789815993.936,2026-09-19 18:06:33.935,282,Perempatan Jl. Jendral Sudirman,13,4025,Golongan I,Sedan/Jip/Pick-up,0.618,312,303,585,468,449.1,385.8,4.62,18.84,9.64,3.5,9.7,1.66,N/A,NORMAL,NORMAL
1789815993.936,2026-09-19 18:06:33.935,282,Perempatan Jl. Jendral Sudirman,13,4026,Golongan VI-A,Sepeda Motor (Taat Helm),0.757,5,505,54,651,29.8,578.4,-2.22,26.15,5.91,0.98,0.0,0.33,HELM,TAAT_HUKUM,NORMAL
1789815994.085,2026-09-19 18:06:34.084,282,Perempatan Jl. Jendral Sudirman,14,4025,Golongan I,Sedan/Jip/Pick-up,0.649,331,297,598,458,465.0,377.9,4.92,18.37,9.58,3.5,9.9,1.66,N/A,NORMAL,NORMAL
1789815994.085,2026-09-19 18:06:34.084,282,Perempatan Jl. Jendral Sudirman,14,4026,Golongan VI-A,Sepeda Motor (Taat Helm),0.807,14,497,62,640,38.7,568.9,-2.18,25.78,5.89,0.97,0.0,0.34,HELM,TAAT_HUKUM,NORMAL
1789815994.272,2026-09-19 18:06:34.272,282,Perempatan Jl. Jendral Sudirman,15,4025,Golongan I,Sedan/Jip/Pick-up,0.694,350,291,611,448,481.0,370.2,5.22,17.89,9.51,3.5,10.2,1.66,N/A,NORMAL,NORMAL
1789815994.272,2026-09-19 18:06:34.272,282,Perempatan Jl. Jendral Sudirman,15,4026,Golongan VI-A,Sepeda Motor (Taat Helm),0.844,24,489,73,632,49.1,560.8,-2.07,25.5,5.97,1.0,7.2,0.35,HELM,TAAT_HUKUM,NORMAL
1789815994.447,2026-09-19 18:06:34.447,282,Perempatan Jl. Jendral Sudirman,16,4025,Golongan I,Sedan/Jip/Pick-up,0.739,369,286,624,439,496.6,363.4,5.53,17.45,9.41,3.5,10.7,1.67,N/A,NORMAL,NORMAL
1789815994.447,2026-09-19 18:06:34.447,282,Perempatan Jl. Jendral Sudirman,16,4026,Golongan VI-A,Sepeda Motor (Taat Helm),0.872,32,480,85,627,59.0,553.7,-1.94,25.31,6.21,1.08,6.8,0.36,HELM,TAAT_HUKUM,NORMAL
1789815994.681,2026-09-19 18:06:34.680,282,Perempatan Jl. Jendral Sudirman,17,5000,Golongan I,Sedan/Jip/Pick-up,0.843,577,232,756,342,667.1,287.2,9.32,11.92,8.11,3.5,0.0,1.62,N/A,NORMAL,NORMAL
1789815994.681,2026-09-19 18:06:34.680,282,Perempatan Jl. Jendral Sudirman,17,5001,Golongan I,Sedan/Jip/Pick-up,0.773,136,358,421,529,279.0,444.0,1.43,21.58,8.88,3.5,0.0,1.67,N/A,NORMAL,NORMAL
1789815994.84,2026-09-19 18:06:34.840,282,Perempatan Jl. Jendral Sudirman,18,4027,Golongan I,Sedan/Jip/Pick-up,0.821,585,230,760,337,673.1,283.9,9.47,11.62,7.96,3.5,0.0,1.62,N/A,NORMAL,NORMAL
1789815994.84,2026-09-19 18:06:34.840,282,Perempatan Jl. Jendral Sudirman,18,4028,Golongan I,Sedan/Jip/Pick-up,0.858,153,351,432,518,293.0,435.1,1.63,21.12,8.84,3.5,0.0,1.67,N/A,NORMAL,NORMAL
1789815995.003,2026-09-19 18:06:35.002,282,Perempatan Jl. Jendral Sudirman,19,4027,Golongan I,Sedan/Jip/Pick-up,0.867,595,227,765,332,680.6,280.1,9.65,11.28,7.89,3.5,0.0,1.62,N/A,NORMAL,NORMAL
1789815995.003,2026-09-19 18:06:35.002,282,Perempatan Jl. Jendral Sudirman,19,4028,Golongan I,Sedan/Jip/Pick-up,0.867,173,343,450,509,312.1,426.6,1.96,20.74,8.93,3.5,0.0,1.67,N/A,NORMAL,NORMAL
1789815995.16,2026-09-19 18:06:35.159,282,Perempatan Jl. Jendral Sudirman,20,4027,Golongan I,Sedan/Jip/Pick-up,0.781,606,225,771,327,689.3,276.1,9.88,10.93,7.73,3.5,9.1,1.62,N/A,NORMAL,NORMAL
1789815995.16,2026-09-19 18:06:35.159,282,Perempatan Jl. Jendral Sudirman,20,4028,Golongan I,Sedan/Jip/Pick-up,0.881,198,334,469,497,333.7,416.1,2.31,20.19,8.96,3.5,13.1,1.67,N/A,NORMAL,NORMAL
1789815995.329,2026-09-19 18:06:35.328,282,Perempatan Jl. Jendral Sudirman,21,4027,Golongan I,Sedan/Jip/Pick-up,0.854,614,222,778,323,696.4,272.7,10.06,10.68,7.73,3.5,8.7,1.62,N/A,NORMAL,NORMAL
1789815995.329,2026-09-19 18:06:35.328,282,Perempatan Jl. Jendral Sudirman,21,4028,Golongan I,Sedan/Jip/Pick-up,0.785,221,325,488,485,354.7,405.8,2.67,19.67,8.99,3.5,13.1,1.67,N/A,NORMAL,NORMAL
1789815995.494,2026-09-19 18:06:35.493,282,Perempatan Jl. Jendral Sudirman,22,4027,Golongan I,Sedan/Jip/Pick-up,0.856,623,219,783,318,703.8,269.1,10.25,10.36,7.66,3.5,8.5,1.62,N/A,NORMAL,NORMAL
1789815995.494,2026-09-19 18:06:35.493,282,Perempatan Jl. Jendral Sudirman,22,4028,Golongan I,Sedan/Jip/Pick-up,0.726,239,314,506,474,373.0,394.8,2.99,19.16,9.21,3.5,13.1,1.67,N/A,NORMAL,NORMAL
1789815995.679,2026-09-19 18:06:35.678,282,Perempatan Jl. Jendral Sudirman,23,4027,Golongan I,Sedan/Jip/Pick-up,0.838,631,217,789,314,710.4,265.7,10.43,10.07,7.56,3.5,8.3,1.62,N/A,NORMAL,NORMAL
1789815995.679,2026-09-19 18:06:35.678,282,Perempatan Jl. Jendral Sudirman,23,4028,Golongan I,Sedan/Jip/Pick-up,0.721,260,308,521,464,391.4,386.3,3.31,18.67,9.13,3.5,13.0,1.67,N/A,NORMAL,NORMAL
1789815995.92,2026-09-19 18:06:35.920,282,Perempatan Jl. Jendral Sudirman,24,4028,Golongan I,Sedan/Jip/Pick-up,0.791,369,291,596,428,482.5,360.0,5.14,16.85,8.47,3.5,15.2,1.66,N/A,NORMAL,NORMAL
1789815996.089,2026-09-19 18:06:36.088,282,Perempatan Jl. Jendral Sudirman,25,4028,Golongan I,Sedan/Jip/Pick-up,0.804,419,283,628,409,524.2,346.7,6.02,15.87,8.03,3.5,17.0,1.66,N/A,NORMAL,NORMAL
1789815996.225,2026-09-19 18:06:36.225,282,Perempatan Jl. Jendral Sudirman,26,4028,Golongan I,Sedan/Jip/Pick-up,0.879,446,277,646,398,546.8,338.4,6.5,15.27,7.86,3.5,18.1,1.66,N/A,NORMAL,NORMAL
1789815996.399,2026-09-19 18:06:36.398,282,Perempatan Jl. Jendral Sudirman,27,4028,Golongan I,Sedan/Jip/Pick-up,0.876,465,273,658,389,561.9,331.4,6.83,14.76,7.65,3.5,18.5,1.66,N/A,NORMAL,NORMAL
1789815996.57,2026-09-19 18:06:36.569,282,Perempatan Jl. Jendral Sudirman,28,4028,Golongan I,Sedan/Jip/Pick-up,0.853,479,268,669,383,574.6,325.9,7.11,14.4,7.69,3.5,18.6,1.65,N/A,NORMAL,NORMAL
1789815996.732,2026-09-19 18:06:36.731,282,Perempatan Jl. Jendral Sudirman,29,4028,Golongan I,Sedan/Jip/Pick-up,0.889,493,264,678,376,586.3,320.7,7.37,14.03,7.59,3.5,18.5,1.65,N/A,NORMAL,NORMAL
1789815996.885,2026-09-19 18:06:36.884,282,Perempatan Jl. Jendral Sudirman,30,4028,Golongan I,Sedan/Jip/Pick-up,0.91,507,261,687,371,597.7,316.5,7.64,13.71,7.52,3.5,18.3,1.64,N/A,NORMAL,NORMAL
1789815997.014,2026-09-19 18:06:37.014,282,Perempatan Jl. Jendral Sudirman,31,4028,Golongan I,Sedan/Jip/Pick-up,0.902,520,257,696,364,608.2,310.9,7.88,13.31,7.42,3.5,18.2,1.64,N/A,NORMAL,NORMAL
1789815997.182,2026-09-19 18:06:37.181,282,Perempatan Jl. Jendral Sudirman,32,4028,Golongan I,Sedan/Jip/Pick-up,0.863,533,254,704,358,619.0,306.3,8.13,12.93,7.29,3.5,18.1,1.63,N/A,NORMAL,NORMAL
1789815997.341,2026-09-19 18:06:37.341,282,Perempatan Jl. Jendral Sudirman,33,5002,Golongan I,Sedan/Jip/Pick-up,0.832,288,312,553,469,420.9,391.1,4.01,18.91,9.08,3.5,0.0,1.69,N/A,NORMAL,NORMAL
1789815997.341,2026-09-19 18:06:37.341,282,Perempatan Jl. Jendral Sudirman,33,5003,Golongan I,Sedan/Jip/Pick-up,0.635,207,275,443,403,325.2,339.6,1.24,15.52,8.42,3.5,0.0,1.85,N/A,NORMAL,NORMAL
1789815997.491,2026-09-19 18:06:37.490,282,Perempatan Jl. Jendral Sudirman,34,4028,Golongan I,Sedan/Jip/Pick-up,0.827,555,236,730,343,642.8,290.3,8.7,12.02,7.83,3.5,0.0,1.63,N/A,NORMAL,NORMAL
1789815997.627,2026-09-19 18:06:37.627,282,Perempatan Jl. Jendral Sudirman,35,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.877,4,511,109,659,56.9,585.3,-1.63,26.41,5.89,2.08,0.0,0.71,HELM,TAAT_HUKUM,NORMAL
1789815997.627,2026-09-19 18:06:37.627,282,Perempatan Jl. Jendral Sudirman,35,4034,Golongan I,Sedan/Jip/Pick-up,0.778,494,209,654,301,574.7,255.2,6.76,9.17,7.4,3.5,0.0,1.73,N/A,NORMAL,TABRAKAN
1789815997.627,2026-09-19 18:06:37.627,282,Perempatan Jl. Jendral Sudirman,35,4028,Golongan I,Sedan/Jip/Pick-up,0.766,565,232,739,339,652.5,286.0,8.94,11.72,7.91,3.5,0.0,1.63,N/A,NORMAL,TABRAKAN
1789815997.765,2026-09-19 18:06:37.764,282,Perempatan Jl. Jendral Sudirman,36,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.89,7,503,117,660,62.4,582.1,-1.52,26.43,6.29,2.19,0.0,0.71,HELM,TAAT_HUKUM,NORMAL
1789815997.765,2026-09-19 18:06:37.764,282,Perempatan Jl. Jendral Sudirman,36,4034,Golongan I,Sedan/Jip/Pick-up,0.715,506,207,663,297,585.0,252.4,7.03,8.92,7.29,3.5,0.0,1.73,N/A,NORMAL,TABRAKAN
1789815997.765,2026-09-19 18:06:37.764,282,Perempatan Jl. Jendral Sudirman,36,4028,Golongan I,Sedan/Jip/Pick-up,0.811,574,229,745,334,660.0,281.7,9.12,11.39,7.85,3.5,10.0,1.63,N/A,NORMAL,TABRAKAN
1789815997.904,2026-09-19 18:06:37.904,282,Perempatan Jl. Jendral Sudirman,37,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.887,9,497,127,662,68.6,580.0,-1.38,26.53,6.63,2.36,3.6,0.71,HELM,TAAT_HUKUM,NORMAL
1789815997.904,2026-09-19 18:06:37.904,282,Perempatan Jl. Jendral Sudirman,37,4028,Golongan I,Sedan/Jip/Pick-up,0.602,584,226,752,329,668.5,278.0,9.34,11.11,7.78,3.5,9.9,1.63,N/A,NORMAL,TABRAKAN
1789815998.081,2026-09-19 18:06:38.081,282,Perempatan Jl. Jendral Sudirman,38,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.87,11,490,140,670,75.6,580.5,-1.17,26.76,7.23,2.58,4.0,0.72,HELM,TAAT_HUKUM,NORMAL
1789815998.081,2026-09-19 18:06:38.081,282,Perempatan Jl. Jendral Sudirman,38,4028,Golongan I,Sedan/Jip/Pick-up,0.687,590,225,755,325,672.9,275.4,9.44,10.84,7.6,3.5,9.4,1.64,N/A,NORMAL,TABRAKAN
1789815998.081,2026-09-19 18:06:38.081,282,Perempatan Jl. Jendral Sudirman,38,4034,Golongan I,Sedan/Jip/Pick-up,0.649,538,202,677,282,608.0,242.3,7.59,7.82,6.66,3.5,0.0,1.74,N/A,NORMAL,TABRAKAN
1789815998.229,2026-09-19 18:06:38.228,282,Perempatan Jl. Jendral Sudirman,39,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.794,15,482,149,666,82.3,574.9,-1.09,26.65,7.47,2.69,3.8,0.73,HELM,TAAT_HUKUM,NORMAL
1789815998.229,2026-09-19 18:06:38.228,282,Perempatan Jl. Jendral Sudirman,39,4028,Golongan I,Sedan/Jip/Pick-up,0.742,601,222,764,321,682.7,272.0,9.7,10.59,7.6,3.5,9.0,1.63,N/A,NORMAL,TABRAKAN
1789815998.229,2026-09-19 18:06:38.228,282,Perempatan Jl. Jendral Sudirman,39,4034,Golongan I,Sedan/Jip/Pick-up,0.612,547,198,687,278,617.4,238.7,7.84,7.53,6.73,3.5,0.0,1.74,N/A,NORMAL,TABRAKAN
1789815998.387,2026-09-19 18:06:38.386,282,Perempatan Jl. Jendral Sudirman,40,5004,Golongan I,Sedan/Jip/Pick-up,0.886,24,397,370,613,197.7,505.4,0.57,24.83,9.98,3.5,0.0,1.6,N/A,NORMAL,NORMAL
1789815998.56,2026-09-19 18:06:38.559,282,Perempatan Jl. Jendral Sudirman,41,4037,Golongan I,Sedan/Jip/Pick-up,0.873,66,382,389,584,227.6,483.3,0.88,23.76,9.73,3.5,0.0,1.6,N/A,NORMAL,NORMAL
1789815998.702,2026-09-19 18:06:38.702,282,Perempatan Jl. Jendral Sudirman,42,4037,Golongan I,Sedan/Jip/Pick-up,0.857,75,378,394,578,234.7,478.4,0.97,23.54,9.72,3.5,0.0,1.6,N/A,NORMAL,NORMAL
1789815998.871,2026-09-19 18:06:38.870,282,Perempatan Jl. Jendral Sudirman,43,4037,Golongan I,Sedan/Jip/Pick-up,0.864,78,376,396,575,237.4,476.4,1.0,23.45,9.72,3.5,3.8,1.6,N/A,NORMAL,NORMAL
1789815999.042,2026-09-19 18:06:39.041,282,Perempatan Jl. Jendral Sudirman,44,4037,Golongan I,Sedan/Jip/Pick-up,0.876,80,376,395,575,238.0,476.1,1.01,23.42,9.72,3.5,3.4,1.59,N/A,NORMAL,NORMAL
1789815999.199,2026-09-19 18:06:39.199,282,Perempatan Jl. Jendral Sudirman,45,4037,Golongan I,Sedan/Jip/Pick-up,0.888,83,377,394,572,239.1,475.3,1.01,23.33,9.54,3.5,3.0,1.59,N/A,NORMAL,NORMAL
1789815999.363,2026-09-19 18:06:39.362,282,Perempatan Jl. Jendral Sudirman,46,4037,Golongan I,Sedan/Jip/Pick-up,0.886,88,378,395,571,241.8,475.0,1.05,23.28,9.44,3.5,2.7,1.59,N/A,NORMAL,NORMAL
1789815999.541,2026-09-19 18:06:39.540,282,Perempatan Jl. Jendral Sudirman,47,4037,Golongan I,Sedan/Jip/Pick-up,0.828,89,376,397,569,243.8,473.0,1.08,23.22,9.47,3.5,2.5,1.59,N/A,NORMAL,NORMAL
1789815999.694,2026-09-19 18:06:39.694,282,Perempatan Jl. Jendral Sudirman,48,4037,Golongan I,Sedan/Jip/Pick-up,0.858,94,373,402,567,248.6,470.8,1.15,23.14,9.57,3.5,2.4,1.59,N/A,NORMAL,NORMAL
1789815999.83,2026-09-19 18:06:39.829,282,Perempatan Jl. Jendral Sudirman,49,4037,Golongan I,Sedan/Jip/Pick-up,0.883,101,373,405,564,253.5,469.1,1.22,23.02,9.44,3.5,2.3,1.58,N/A,NORMAL,NORMAL
1789815999.83,2026-09-19 18:06:39.829,282,Perempatan Jl. Jendral Sudirman,49,4039,Golongan VI-A,Sepeda Motor (Taat Helm),0.612,470,297,516,363,493.5,330.1,5.0,13.21,4.36,1.2,0.0,0.71,HELM,TAAT_HUKUM,NORMAL
1789816000.004,2026-09-19 18:06:40.003,282,Perempatan Jl. Jendral Sudirman,50,4037,Golongan I,Sedan/Jip/Pick-up,0.872,109,373,407,561,258.3,467.6,1.29,22.89,9.32,3.5,2.4,1.59,N/A,NORMAL,NORMAL
1789816000.2,2026-09-19 18:06:40.199,282,Perempatan Jl. Jendral Sudirman,51,4037,Golongan V,Truk 5+ Gandar,0.884,0,289,486,626,243.4,458.3,1.55,25.31,17.55,3.5,3.2,1.44,N/A,NORMAL,NORMAL
1789816000.433,2026-09-19 18:06:40.433,282,Perempatan Jl. Jendral Sudirman,52,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.781,15,474,170,679,93.1,577.3,-0.76,27.07,8.29,3.11,0.0,0.75,HELM,TAAT_HUKUM,NORMAL
1789816000.593,2026-09-19 18:06:40.593,282,Perempatan Jl. Jendral Sudirman,53,4041,Golongan V,Truk 5+ Gandar,0.9,306,171,692,425,499.3,298.5,5.52,16.74,18.76,3.5,0.0,1.52,N/A,NORMAL,NORMAL
1789816000.593,2026-09-19 18:06:40.593,282,Perempatan Jl. Jendral Sudirman,53,4042,Golongan I,Sedan/Jip/Pick-up,0.764,17,230,105,307,61.6,269.1,-6.95,9.64,6.24,2.49,0.0,1.14,N/A,NORMAL,NORMAL
1789816000.593,2026-09-19 18:06:40.593,282,Perempatan Jl. Jendral Sudirman,53,4033,Golongan VI-A,Sepeda Motor (Taat Helm),0.805,17,468,182,681,100.0,575.1,-0.62,27.12,8.65,3.32,0.0,0.78,HELM,TAAT_HUKUM,NORMAL
1789816000.758,2026-09-19 18:06:40.757,282,Perempatan Jl. Jendral Sudirman,54,4041,Golongan V,Truk 5+ Gandar,0.884,320,169,698,418,509.6,293.8,5.72,16.35,18.58,3.5,0.0,1.52,N/A,NORMAL,NORMAL
1789816000.758,2026-09-19 18:06:40.757,282,Perempatan Jl. Jendral Sudirman,54,4042,Golongan I,Sedan/Jip/Pick-up,0.758,23,227,110,302,67.2,265.1,-6.91,9.29,6.14,2.47,0.0,1.14,N/A,NORMAL,NORMAL
1789816000.758,2026-09-19 18:06:40.757,282,Perempatan Jl. Jendral Sudirman,54,4033,Golongan I,Sedan/Jip/Pick-up,0.778,21,459,197,676,109.3,568.3,-0.5,26.97,8.92,3.5,3.1,0.81,N/A,NORMAL,NORMAL
1789816000.928,2026-09-19 18:06:40.927,282,Perempatan Jl. Jendral Sudirman,55,4041,Golongan V,Truk 5+ Gandar,0.885,333,163,710,412,521.9,287.9,5.97,16.01,18.87,3.5,9.2,1.52,N/A,NORMAL,NORMAL
1789816000.928,2026-09-19 18:06:40.927,282,Perempatan Jl. Jendral Sudirman,55,4042,Golongan I,Sedan/Jip/Pick-up,0.777,28,222,113,297,70.8,260.1,-6.93,8.91,6.22,2.43,7.8,1.14,N/A,NORMAL,NORMAL
1789816000.928,2026-09-19 18:06:40.927,282,Perempatan Jl. Jendral Sudirman,55,4033,Golongan I,Sedan/Jip/Pick-up,0.802,26,451,212,669,119.4,560.5,-0.38,26.75,9.09,3.5,3.3,0.85,N/A,NORMAL,NORMAL
1789816001.094,2026-09-19 18:06:41.094,282,Perempatan Jl. Jendral Sudirman,56,4041,Golongan V,Truk 5+ Gandar,0.855,351,163,719,405,535.2,284.3,6.26,15.65,18.48,3.5,9.3,1.52,N/A,NORMAL,NORMAL
1789816001.094,2026-09-19 18:06:41.094,282,Perempatan Jl. Jendral Sudirman,56,4042,Golongan I,Sedan/Jip/Pick-up,0.762,33,218,116,292,74.8,255.3,-6.95,8.51,6.21,2.39,7.9,1.13,N/A,NORMAL,NORMAL
1789816001.094,2026-09-19 18:06:41.094,282,Perempatan Jl. Jendral Sudirman,56,4033,Golongan I,Sedan/Jip/Pick-up,0.835,32,443,227,660,130.3,552.1,-0.26,26.45,9.18,3.5,3.7,0.9,N/A,NORMAL,NORMAL
1789816001.255,2026-09-19 18:06:41.254,282,Perempatan Jl. Jendral Sudirman,57,4041,Golongan V,Truk 5+ Gandar,0.844,365,163,726,401,545.8,282.2,6.49,15.41,18.24,3.5,9.2,1.52,N/A,NORMAL,NORMAL
1789816001.255,2026-09-19 18:06:41.254,282,Perempatan Jl. Jendral Sudirman,57,4042,Golongan I,Sedan/Jip/Pick-up,0.736,38,215,118,286,78.6,250.9,-6.97,8.12,6.03,2.32,8.1,1.13,N/A,NORMAL,NORMAL
1789816001.255,2026-09-19 18:06:41.254,282,Perempatan Jl. Jendral Sudirman,57,4033,Golongan I,Sedan/Jip/Pick-up,0.881,39,433,242,647,141.2,540.9,-0.18,26.02,9.25,3.5,4.3,0.95,N/A,NORMAL,NORMAL
1789816001.459,2026-09-19 18:06:41.458,282,Perempatan Jl. Jendral Sudirman,58,4033,Golongan I,Sedan/Jip/Pick-up,0.879,101,398,305,599,203.6,498.9,0.55,24.32,9.38,3.5,6.9,1.02,N/A,NORMAL,NORMAL
1789816001.648,2026-09-19 18:06:41.648,282,Perempatan Jl. Jendral Sudirman,59,4033,Golongan I,Sedan/Jip/Pick-up,0.878,121,385,332,580,227.4,483.3,0.85,23.64,9.38,3.5,8.6,1.08,N/A,NORMAL,NORMAL
1789816001.797,2026-09-19 18:06:41.796,282,Perempatan Jl. Jendral Sudirman,60,4033,Golongan I,Sedan/Jip/Pick-up,0.876,125,381,345,574,235.6,477.9,0.95,23.4,9.37,3.5,9.5,1.13,N/A,NORMAL,NORMAL
1789816001.936,2026-09-19 18:06:41.935,282,Perempatan Jl. Jendral Sudirman,61,4033,Golongan I,Sedan/Jip/Pick-up,0.873,123,379,351,572,237.9,476.2,0.98,23.32,9.41,3.5,9.6,1.18,N/A,NORMAL,NORMAL
1789816002.087,2026-09-19 18:06:42.086,282,Perempatan Jl. Jendral Sudirman,62,4033,Golongan I,Sedan/Jip/Pick-up,0.872,120,379,356,572,238.3,475.8,0.99,23.3,9.41,3.5,9.8,1.22,N/A,NORMAL,NORMAL
1789816002.227,2026-09-19 18:06:42.227,282,Perempatan Jl. Jendral Sudirman,63,4033,Golongan I,Sedan/Jip/Pick-up,0.877,116,379,359,572,238.0,475.9,0.98,23.31,9.41,3.5,9.7,1.26,N/A,NORMAL,NORMAL
1789816002.355,2026-09-19 18:06:42.354,282,Perempatan Jl. Jendral Sudirman,64,4033,Golongan I,Sedan/Jip/Pick-up,0.878,111,378,361,572,236.8,475.6,0.96,23.31,9.47,3.5,9.6,1.29,N/A,NORMAL,NORMAL
1789816002.494,2026-09-19 18:06:42.494,282,Perempatan Jl. Jendral Sudirman,65,4033,Golongan I,Sedan/Jip/Pick-up,0.879,109,379,364,572,237.0,476.4,0.97,23.33,9.41,3.5,9.2,1.32,N/A,NORMAL,NORMAL
1789816002.625,2026-09-19 18:06:42.624,282,Perempatan Jl. Jendral Sudirman,66,4033,Golongan I,Sedan/Jip/Pick-up,0.879,106,380,366,573,236.9,477.0,0.97,23.35,9.39,3.5,8.6,1.35,N/A,NORMAL,NORMAL
1789816002.76,2026-09-19 18:06:42.759,282,Perempatan Jl. Jendral Sudirman,67,4033,Golongan I,Sedan/Jip/Pick-up,0.878,104,380,368,573,236.6,477.3,0.97,23.36,9.39,3.5,6.3,1.37,N/A,NORMAL,NORMAL
1789816002.9,2026-09-19 18:06:42.900,282,Perempatan Jl. Jendral Sudirman,68,4033,Golongan I,Sedan/Jip/Pick-up,0.878,101,380,370,573,236.3,477.4,0.96,23.37,9.4,3.5,4.1,1.39,N/A,NORMAL,NORMAL
1789816003.026,2026-09-19 18:06:43.025,282,Perempatan Jl. Jendral Sudirman,69,4033,Golongan I,Sedan/Jip/Pick-up,0.876,99,381,372,574,235.8,478.0,0.96,23.4,9.38,3.5,2.5,1.41,N/A,NORMAL,NORMAL
1789816003.151,2026-09-19 18:06:43.150,282,Perempatan Jl. Jendral Sudirman,70,4033,Golongan I,Sedan/Jip/Pick-up,0.879,97,381,373,575,235.3,478.2,0.95,23.41,9.42,3.5,1.6,1.43,N/A,NORMAL,NORMAL
1789816003.276,2026-09-19 18:06:43.276,282,Perempatan Jl. Jendral Sudirman,71,4033,Golongan I,Sedan/Jip/Pick-up,0.883,94,380,374,574,234.4,477.3,0.93,23.39,9.44,3.5,1.1,1.44,N/A,NORMAL,NORMAL
1789816003.413,2026-09-19 18:06:43.413,282,Perempatan Jl. Jendral Sudirman,72,4033,Golongan I,Sedan/Jip/Pick-up,0.881,92,380,375,574,233.9,477.2,0.92,23.38,9.44,3.5,0.8,1.46,N/A,NORMAL,NORMAL
1789816003.546,2026-09-19 18:06:43.546,282,Perempatan Jl. Jendral Sudirman,73,4033,Golongan I,Sedan/Jip/Pick-up,0.879,90,379,376,574,233.7,477.2,0.92,23.39,9.5,3.5,0.6,1.47,N/A,NORMAL,NORMAL
